DATE,S&P 500,TA,CC,FFR,LF
2015-09,0.03782599699999967,0.0008372599999972863,0.002547963000000486,-0.009806450999999994,-0.06766615999999992
2015-10,0.10651806200000014,0.0023321500000008655,-0.0009476529999998817,-0.010387097000000026,-0.3408413859999999
2015-11,-0.07921450699999966,-0.004391249999999403,0.0028293440000002335,0.006569893000000021,-0.08930030300000014
2015-12,-0.018190507999999994,0.001977319999999949,0.0002789899999990908,0.12886021399999997,0.3740014140000001
2016-01,-0.03438196900000001,0.0008400300000008798,-0.006938881999999147,-0.020720428999999985,0.51766972
2016-02,0.047930739999999084,-0.0017165700000010276,0.0009532159999992018,-0.069988877,-0.776810451
2016-03,0.06804188600000138,0.0005775999999997339,0.008559162000000953,-0.045183536999999996,-0.10477631900000017
2016-04,-0.06120925200000116,0.00096059999999909,-0.005740381000000738,0.015989616999999956,0.08731719200000021
2016-05,0.01251268100000047,-0.0038707299999991562,-0.0009949069999999338,-0.0032473109999999195,0.715533165
2016-06,-0.014297981999999543,0.0024830500000003752,8.306100000066152e-05,0.01267741999999994,-0.7697768039999999
2016-07,0.034080006999999135,0.0013880200000002674,-0.0002500530000002499,0.0014408590000000165,0.4151463129999998
2016-08,-0.036210357999999054,-0.0018124500000009647,-0.0037722100000001646,-0.008784944999999988,-0.33230010099999985
2016-09,-1.532600000064832e-05,0.0011203000000019614,0.0035743099999994143,-0.005602152000000027,-0.11234939600000016
2016-10,-0.018381537999999864,-0.0014652300000026486,-0.00025236899999914186,0.0005591409999999852,0.4559687430000001
2016-11,0.053220256000000354,0.0004216700000014839,0.004813092999999213,0.01009677400000003,0.03816268299999992
2016-12,-0.01556637000000105,0.002283339999999967,-0.0013489289999997212,0.12311827900000005,-0.2684761629999999
2017-01,-0.00031080499999891487,-0.002352220000000571,-0.0037610999999992956,-0.02365591400000011,-0.007567850000000098
2017-02,0.018796799999999614,0.0019751800000005204,-0.0034275990000010026,-0.10256912399999996,0.10729718100000002
2017-03,-0.03691240399999973,0.001144339999999744,0.014768842000000504,0.122235023,-0.00863799300000001
2017-04,0.009439446000000018,0.00030733000000005006,-0.006762350999999889,-0.019472349999999916,-0.11230024199999997
2017-05,0.002459578999999046,-0.004180139999999,-0.0024276309999997636,-0.09845161300000005,-0.038122000000000045
2017-06,-0.006707436999999317,0.0020529299999996198,-0.0010881430000004855,0.12116128999999998,0.13027420700000003
2017-07,0.014361680000000376,-0.00013471000000109257,0.0001946489999999912,-0.021935484000000116,-0.17573560500000002
2017-08,-0.018617619000000474,-0.0013439399999999324,-0.0030122180000002885,-0.1041935479999998,-0.06758183399999998
2017-09,0.018572613999999987,0.0006178300000012626,0.006551690000001109,-0.010215054000000112,0.287107619
2017-10,0.00282664200000049,0.001395599999998609,-0.005131961000000906,0.004301076000000181,-0.011869194999999971
2017-11,0.005749915999999189,-0.003416819999999987,0.002441034000000286,0.0025913969999997732,-0.12887917200000001
2017-12,-0.01791191099999967,0.0018835700000003897,0.0021823749999994035,0.14148387100000015,0.042750291999999995
2018-01,0.04487381400000068,-0.0010663799999992563,-0.0035402099999988224,-0.03170967700000027,-0.028197938000000006
2018-02,-0.09438353400000121,-0.0031952700000008605,-0.0011654140000008084,-0.10991935499999972,9.753200000001128e-05
2018-03,0.012473603000000999,0.0015096599999999682,0.007253082000000077,0.08564516099999997,0.04735469099999999
2018-04,0.029967624999999387,-0.00025868999999900666,-0.006089975000000081,0.09757526900000002,-0.069917045
2018-05,0.018663090000000437,-0.005008410000000296,0.0024172609999997263,-0.17853763400000022,0.058158473
2018-06,-0.01654748799999961,0.002659899999999382,-0.0003658699999995463,0.1120000000000001,-0.098543688
2018-07,0.03055726599999886,-0.0004643399999988418,-0.001600447999999588,-0.029333333999999933,0.098245439
2018-08,-0.005573657999999426,-0.004915600000002129,-0.003147832000000683,-0.08549462299999999,-0.066160028
2018-09,-0.0255292159999998,0.0037948100000022578,0.006757579000000291,0.034989246999999946,0.06589403699999999
2018-10,-0.07621445500000057,-0.001044500000000781,-0.005549463000000365,0.19324731100000014,-0.107333328
2018-11,0.08963112600000045,-0.0020358800000011,0.004028286000000492,-0.22315053600000012,0.064916598
2018-12,-0.11396706399999967,0.0013357100000011002,-0.00365978099999964,0.06660214899999994,-0.038842656999999996
2019-01,0.17200744199999907,0.0013921299999992698,-0.0014453240000005252,0.04927957100000002,-0.010443715000000006
2019-02,-0.04644656199999897,-0.0036636999999988262,-0.002794925000000781,-0.12580645199999996,-0.0016066059999999965
2019-03,-0.011530051000000263,0.002310889999998622,0.007834741000000811,0.005161290000000207,-0.038635182000000004
2019-04,0.020794793999999506,0.001503120000000635,-0.0025503940000000114,0.013344086999999671,0.29614597
2019-05,-0.10660122500000035,-0.00771298999999992,-0.0007838609999994972,-0.051204301999999924,-0.268023411
2019-06,0.13469920900000076,0.008057730000000873,-0.0001745230000009812,0.019397850000000272,0.12201666
2019-07,-0.053615553000000205,-0.0023525200000023005,0.0020544440000005437,0.03853763399999943,-0.12976853500000002
2019-08,-0.03130007499999987,0.0019274500000019401,-0.003975610000000351,-0.30233333299999954,0.10936982
2019-09,0.0351984820000002,0.01741273000000021,0.00644651700000054,0.19429032200000007,0.05056300500000001
2019-10,0.003378712999999145,0.03228341999999884,-0.0038518120000006206,-0.1305161290000003,-0.18710187800000003
2019-11,0.013160404000000625,-0.023511140000000097,0.005203357000000963,-0.06302150499999981,-0.018272074999999985
2019-12,-0.0052915499999990345,-0.00010527999999965232,-0.0042291340000009114,0.27397849499999993,0.16147809600000002
